# Assembly name:  ASM1834038v1
# Organism name:  Cyprinus carpio (common carp)
# Isolate:  SPL01
# Taxid:          7962
# BioSample:      SAMN17005855
# BioProject:     PRJNA682709
# Submitter:      Chinese Academy of Fishery Sciences
# Date:           2021-05-12
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JAEOAB01
# Assembly method: wtdbg v. 2; quickmerge v. 1
# Expected final version: Yes
# Genome coverage: 184.8x
# Sequencing technology: PacBio; Oxford Nanopore; Illumina HiSeq
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_018340385.1
# RefSeq assembly accession: GCF_018340385.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_018340415.1	GCF_018340415.1	Primary Assembly
## GCA_018340445.1	GCF_000029015.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
S000004269	unplaced-scaffold	na	na	JAEOAB010004257.1	=	NW_024876955.1	Primary Assembly	1907	na
S000004270	unplaced-scaffold	na	na	JAEOAB010004258.1	=	NW_024876956.1	Primary Assembly	1341	na
S000004271	unplaced-scaffold	na	na	JAEOAB010004259.1	=	NW_024876957.1	Primary Assembly	1818	na
S000004272	unplaced-scaffold	na	na	JAEOAB010004260.1	=	NW_024876958.1	Primary Assembly	2421	na
S000004273	unplaced-scaffold	na	na	JAEOAB010004261.1	=	NW_024876959.1	Primary Assembly	1948	na
S000004274	unplaced-scaffold	na	na	JAEOAB010004262.1	=	NW_024876960.1	Primary Assembly	2115	na
S000004275	unplaced-scaffold	na	na	JAEOAB010004263.1	=	NW_024876961.1	Primary Assembly	1958	na
S000004276	unplaced-scaffold	na	na	JAEOAB010004264.1	=	NW_024876962.1	Primary Assembly	1822	na
S000004277	unplaced-scaffold	na	na	JAEOAB010004265.1	=	NW_024876963.1	Primary Assembly	1929	na
S000004278	unplaced-scaffold	na	na	JAEOAB010004266.1	=	NW_024876964.1	Primary Assembly	1793	na
S000004279	unplaced-scaffold	na	na	JAEOAB010004267.1	=	NW_024876965.1	Primary Assembly	1934	na
S000004280	unplaced-scaffold	na	na	JAEOAB010004268.1	=	NW_024876966.1	Primary Assembly	2080	na
S000004281	unplaced-scaffold	na	na	JAEOAB010004269.1	=	NW_024876967.1	Primary Assembly	1838	na
S000004282	unplaced-scaffold	na	na	JAEOAB010004270.1	=	NW_024876968.1	Primary Assembly	1592	na
S000004283	unplaced-scaffold	na	na	JAEOAB010004271.1	=	NW_024876969.1	Primary Assembly	3590	na
S000004284	unplaced-scaffold	na	na	JAEOAB010004272.1	=	NW_024876970.1	Primary Assembly	2586	na
S000004285	unplaced-scaffold	na	na	JAEOAB010004273.1	=	NW_024876971.1	Primary Assembly	2050	na
S000004286	unplaced-scaffold	na	na	JAEOAB010004274.1	=	NW_024876972.1	Primary Assembly	1725	na
S000004287	unplaced-scaffold	na	na	JAEOAB010004275.1	=	NW_024876973.1	Primary Assembly	1911	na
S000004288	unplaced-scaffold	na	na	JAEOAB010004276.1	=	NW_024876974.1	Primary Assembly	1651	na
S000004289	unplaced-scaffold	na	na	JAEOAB010004277.1	=	NW_024876975.1	Primary Assembly	1149	na
S000004290	unplaced-scaffold	na	na	JAEOAB010004278.1	=	NW_024876976.1	Primary Assembly	1980	na
S000004291	unplaced-scaffold	na	na	JAEOAB010004279.1	=	NW_024876977.1	Primary Assembly	2917	na
S000004292	unplaced-scaffold	na	na	JAEOAB010004280.1	=	NW_024876978.1	Primary Assembly	1167	na
S000004293	unplaced-scaffold	na	na	JAEOAB010004281.1	=	NW_024876979.1	Primary Assembly	2109	na
S000004294	unplaced-scaffold	na	na	JAEOAB010004282.1	=	NW_024876980.1	Primary Assembly	1804	na
S000004295	unplaced-scaffold	na	na	JAEOAB010004283.1	=	NW_024876981.1	Primary Assembly	1873	na
S000004296	unplaced-scaffold	na	na	JAEOAB010004284.1	=	NW_024876982.1	Primary Assembly	1892	na
S000004297	unplaced-scaffold	na	na	JAEOAB010004285.1	=	NW_024876983.1	Primary Assembly	1830	na
S000004298	unplaced-scaffold	na	na	JAEOAB010004286.1	=	NW_024876984.1	Primary Assembly	1472	na
S000004299	unplaced-scaffold	na	na	JAEOAB010004287.1	=	NW_024876985.1	Primary Assembly	1734	na
S000004300	unplaced-scaffold	na	na	JAEOAB010004288.1	=	NW_024876986.1	Primary Assembly	2044	na
S000004301	unplaced-scaffold	na	na	JAEOAB010004289.1	=	NW_024876987.1	Primary Assembly	1958	na
S000004302	unplaced-scaffold	na	na	JAEOAB010004290.1	=	NW_024876988.1	Primary Assembly	1777	na
S000004303	unplaced-scaffold	na	na	JAEOAB010004291.1	=	NW_024876989.1	Primary Assembly	1936	na
S000004304	unplaced-scaffold	na	na	JAEOAB010004292.1	=	NW_024876990.1	Primary Assembly	1297	na
S000004305	unplaced-scaffold	na	na	JAEOAB010004293.1	=	NW_024876991.1	Primary Assembly	1929	na
S000004306	unplaced-scaffold	na	na	JAEOAB010004294.1	=	NW_024876992.1	Primary Assembly	1893	na
S000004307	unplaced-scaffold	na	na	JAEOAB010004295.1	=	NW_024876993.1	Primary Assembly	1897	na
S000004308	unplaced-scaffold	na	na	JAEOAB010004296.1	=	NW_024876994.1	Primary Assembly	1458	na
S000004309	unplaced-scaffold	na	na	JAEOAB010004297.1	=	NW_024876995.1	Primary Assembly	1176	na
S000004310	unplaced-scaffold	na	na	JAEOAB010004298.1	=	NW_024876996.1	Primary Assembly	1829	na
S000004311	unplaced-scaffold	na	na	JAEOAB010004299.1	=	NW_024876997.1	Primary Assembly	1887	na
S000004312	unplaced-scaffold	na	na	JAEOAB010004300.1	=	NW_024876998.1	Primary Assembly	871	na
S000004313	unplaced-scaffold	na	na	JAEOAB010004301.1	=	NW_024876999.1	Primary Assembly	1745	na
S000004314	unplaced-scaffold	na	na	JAEOAB010004302.1	=	NW_024877000.1	Primary Assembly	753	na
S000004315	unplaced-scaffold	na	na	JAEOAB010004303.1	=	NW_024877001.1	Primary Assembly	2100	na
S000004316	unplaced-scaffold	na	na	JAEOAB010004304.1	=	NW_024877002.1	Primary Assembly	1711	na
S000004317	unplaced-scaffold	na	na	JAEOAB010004305.1	=	NW_024877003.1	Primary Assembly	1799	na
S000004318	unplaced-scaffold	na	na	JAEOAB010004306.1	=	NW_024877004.1	Primary Assembly	1817	na
S000004319	unplaced-scaffold	na	na	JAEOAB010004307.1	=	NW_024877005.1	Primary Assembly	1953	na
S000004320	unplaced-scaffold	na	na	JAEOAB010004308.1	=	NW_024877006.1	Primary Assembly	1898	na
S000004321	unplaced-scaffold	na	na	JAEOAB010004309.1	=	NW_024877007.1	Primary Assembly	1320	na
S000004322	unplaced-scaffold	na	na	JAEOAB010004310.1	=	NW_024877008.1	Primary Assembly	2148	na
S000004323	unplaced-scaffold	na	na	JAEOAB010004311.1	=	NW_024877009.1	Primary Assembly	1811	na
S000004324	unplaced-scaffold	na	na	JAEOAB010004312.1	=	NW_024877010.1	Primary Assembly	1759	na
S000004325	unplaced-scaffold	na	na	JAEOAB010004313.1	=	NW_024877011.1	Primary Assembly	1850	na
S000004326	unplaced-scaffold	na	na	JAEOAB010004314.1	=	NW_024877012.1	Primary Assembly	2119	na
S000004327	unplaced-scaffold	na	na	JAEOAB010004315.1	=	NW_024877013.1	Primary Assembly	1758	na
S000004328	unplaced-scaffold	na	na	JAEOAB010004316.1	=	NW_024877014.1	Primary Assembly	1529	na
S000004329	unplaced-scaffold	na	na	JAEOAB010004317.1	=	NW_024877015.1	Primary Assembly	1702	na
S000004330	unplaced-scaffold	na	na	JAEOAB010004318.1	=	NW_024877016.1	Primary Assembly	1748	na
S000004331	unplaced-scaffold	na	na	JAEOAB010004319.1	=	NW_024877017.1	Primary Assembly	3422	na
S000004332	unplaced-scaffold	na	na	JAEOAB010004320.1	=	NW_024877018.1	Primary Assembly	1780	na
S000004333	unplaced-scaffold	na	na	JAEOAB010004321.1	=	NW_024877019.1	Primary Assembly	5733	na
S000004334	unplaced-scaffold	na	na	JAEOAB010004322.1	=	NW_024877020.1	Primary Assembly	1851	na
S000004335	unplaced-scaffold	na	na	JAEOAB010004323.1	=	NW_024877021.1	Primary Assembly	1708	na
S000004336	unplaced-scaffold	na	na	JAEOAB010004324.1	=	NW_024877022.1	Primary Assembly	1101	na
S000004337	unplaced-scaffold	na	na	JAEOAB010004325.1	=	NW_024877023.1	Primary Assembly	1858	na
S000004338	unplaced-scaffold	na	na	JAEOAB010004326.1	=	NW_024877024.1	Primary Assembly	1823	na
S000004339	unplaced-scaffold	na	na	JAEOAB010004327.1	=	NW_024877025.1	Primary Assembly	1500	na
S000004340	unplaced-scaffold	na	na	JAEOAB010004328.1	=	NW_024877026.1	Primary Assembly	952	na
S000004341	unplaced-scaffold	na	na	JAEOAB010004329.1	=	NW_024877027.1	Primary Assembly	1760	na
S000004342	unplaced-scaffold	na	na	JAEOAB010004330.1	=	NW_024877028.1	Primary Assembly	2129	na
S000004343	unplaced-scaffold	na	na	JAEOAB010004331.1	=	NW_024877029.1	Primary Assembly	1932	na
S000004344	unplaced-scaffold	na	na	JAEOAB010004332.1	=	NW_024877030.1	Primary Assembly	1375	na
S000004345	unplaced-scaffold	na	na	JAEOAB010004333.1	=	NW_024877031.1	Primary Assembly	1779	na
S000004346	unplaced-scaffold	na	na	JAEOAB010004334.1	=	NW_024877032.1	Primary Assembly	1828	na
S000004347	unplaced-scaffold	na	na	JAEOAB010004335.1	=	NW_024877033.1	Primary Assembly	1896	na
S000004348	unplaced-scaffold	na	na	JAEOAB010004336.1	=	NW_024877034.1	Primary Assembly	1838	na
S000004349	unplaced-scaffold	na	na	JAEOAB010004337.1	=	NW_024877035.1	Primary Assembly	1772	na
S000004350	unplaced-scaffold	na	na	JAEOAB010004338.1	=	NW_024877036.1	Primary Assembly	1809	na
S000004351	unplaced-scaffold	na	na	JAEOAB010004339.1	=	NW_024877037.1	Primary Assembly	2236	na
S000004352	unplaced-scaffold	na	na	JAEOAB010004340.1	=	NW_024877038.1	Primary Assembly	1994	na
S000004353	unplaced-scaffold	na	na	JAEOAB010004341.1	=	NW_024877039.1	Primary Assembly	1159	na
S000004354	unplaced-scaffold	na	na	JAEOAB010004342.1	=	NW_024877040.1	Primary Assembly	1212	na
S000004355	unplaced-scaffold	na	na	JAEOAB010004343.1	=	NW_024877041.1	Primary Assembly	1512	na
S000004356	unplaced-scaffold	na	na	JAEOAB010004344.1	=	NW_024877042.1	Primary Assembly	1805	na
S000004357	unplaced-scaffold	na	na	JAEOAB010004345.1	=	NW_024877043.1	Primary Assembly	1816	na
S000004358	unplaced-scaffold	na	na	JAEOAB010004346.1	=	NW_024877044.1	Primary Assembly	1907	na
S000004359	unplaced-scaffold	na	na	JAEOAB010004347.1	=	NW_024877045.1	Primary Assembly	3134	na
S000004360	unplaced-scaffold	na	na	JAEOAB010004348.1	=	NW_024877046.1	Primary Assembly	2252	na
S000004361	unplaced-scaffold	na	na	JAEOAB010004349.1	=	NW_024877047.1	Primary Assembly	1953	na
S000004362	unplaced-scaffold	na	na	JAEOAB010004350.1	=	NW_024877048.1	Primary Assembly	1877	na
S000004363	unplaced-scaffold	na	na	JAEOAB010004351.1	=	NW_024877049.1	Primary Assembly	2546	na
S000004364	unplaced-scaffold	na	na	JAEOAB010004352.1	=	NW_024877050.1	Primary Assembly	1326	na
S000004365	unplaced-scaffold	na	na	JAEOAB010004353.1	=	NW_024877051.1	Primary Assembly	1970	na
S000004366	unplaced-scaffold	na	na	JAEOAB010004354.1	=	NW_024877052.1	Primary Assembly	2927	na
S000004367	unplaced-scaffold	na	na	JAEOAB010004355.1	=	NW_024877053.1	Primary Assembly	1835	na
S000004368	unplaced-scaffold	na	na	JAEOAB010004356.1	=	NW_024877054.1	Primary Assembly	2241	na
S000004369	unplaced-scaffold	na	na	JAEOAB010004357.1	=	NW_024877055.1	Primary Assembly	1085	na
S000004370	unplaced-scaffold	na	na	JAEOAB010004358.1	=	NW_024877056.1	Primary Assembly	1713	na
S000004371	unplaced-scaffold	na	na	JAEOAB010004359.1	=	NW_024877057.1	Primary Assembly	8002	na
S000004372	unplaced-scaffold	na	na	JAEOAB010004360.1	=	NW_024877058.1	Primary Assembly	1847	na
S000004373	unplaced-scaffold	na	na	JAEOAB010004361.1	=	NW_024877059.1	Primary Assembly	1976	na
S000004374	unplaced-scaffold	na	na	JAEOAB010004362.1	=	NW_024877060.1	Primary Assembly	1811	na
S000004375	unplaced-scaffold	na	na	JAEOAB010004363.1	=	NW_024877061.1	Primary Assembly	1446	na
S000004376	unplaced-scaffold	na	na	JAEOAB010004364.1	=	NW_024877062.1	Primary Assembly	1964	na
S000004377	unplaced-scaffold	na	na	JAEOAB010004365.1	=	NW_024877063.1	Primary Assembly	1981	na
S000004378	unplaced-scaffold	na	na	JAEOAB010004366.1	=	NW_024877064.1	Primary Assembly	1399	na
S000004379	unplaced-scaffold	na	na	JAEOAB010004367.1	=	NW_024877065.1	Primary Assembly	1230	na
S000004380	unplaced-scaffold	na	na	JAEOAB010004368.1	=	NW_024877066.1	Primary Assembly	2181	na
S000004381	unplaced-scaffold	na	na	JAEOAB010004369.1	=	NW_024877067.1	Primary Assembly	2078	na
S000004382	unplaced-scaffold	na	na	JAEOAB010004370.1	=	NW_024877068.1	Primary Assembly	1959	na
S000004383	unplaced-scaffold	na	na	JAEOAB010004371.1	=	NW_024877069.1	Primary Assembly	2073	na
S000004384	unplaced-scaffold	na	na	JAEOAB010004372.1	=	NW_024877070.1	Primary Assembly	1891	na
S000004385	unplaced-scaffold	na	na	JAEOAB010004373.1	=	NW_024877071.1	Primary Assembly	1349	na
S000004386	unplaced-scaffold	na	na	JAEOAB010004374.1	=	NW_024877072.1	Primary Assembly	5614	na
S000004387	unplaced-scaffold	na	na	JAEOAB010004375.1	=	NW_024877073.1	Primary Assembly	2211	na
S000004388	unplaced-scaffold	na	na	JAEOAB010004376.1	=	NW_024877074.1	Primary Assembly	1824	na
S000004389	unplaced-scaffold	na	na	JAEOAB010004377.1	=	NW_024877075.1	Primary Assembly	1820	na
S000004390	unplaced-scaffold	na	na	JAEOAB010004378.1	=	NW_024877076.1	Primary Assembly	2450	na
S000004391	unplaced-scaffold	na	na	JAEOAB010004379.1	=	NW_024877077.1	Primary Assembly	2084	na
S000004392	unplaced-scaffold	na	na	JAEOAB010004380.1	=	NW_024877078.1	Primary Assembly	1943	na
S000004393	unplaced-scaffold	na	na	JAEOAB010004381.1	=	NW_024877079.1	Primary Assembly	1948	na
S000004394	unplaced-scaffold	na	na	JAEOAB010004382.1	=	NW_024877080.1	Primary Assembly	1943	na
S000004395	unplaced-scaffold	na	na	JAEOAB010004383.1	=	NW_024877081.1	Primary Assembly	1856	na
S000004396	unplaced-scaffold	na	na	JAEOAB010004384.1	=	NW_024877082.1	Primary Assembly	1813	na
S000004397	unplaced-scaffold	na	na	JAEOAB010004385.1	=	NW_024877083.1	Primary Assembly	2048	na
S000004398	unplaced-scaffold	na	na	JAEOAB010004386.1	=	NW_024877084.1	Primary Assembly	1887	na
S000004399	unplaced-scaffold	na	na	JAEOAB010004387.1	=	NW_024877085.1	Primary Assembly	1957	na
S000004400	unplaced-scaffold	na	na	JAEOAB010004388.1	=	NW_024877086.1	Primary Assembly	1870	na
S000004401	unplaced-scaffold	na	na	JAEOAB010004389.1	=	NW_024877087.1	Primary Assembly	1447	na
S000004402	unplaced-scaffold	na	na	JAEOAB010004390.1	=	NW_024877088.1	Primary Assembly	1884	na
S000004403	unplaced-scaffold	na	na	JAEOAB010004391.1	=	NW_024877089.1	Primary Assembly	1805	na
S000004404	unplaced-scaffold	na	na	JAEOAB010004392.1	=	NW_024877090.1	Primary Assembly	1857	na
S000004405	unplaced-scaffold	na	na	JAEOAB010004393.1	=	NW_024877091.1	Primary Assembly	1830	na
S000004406	unplaced-scaffold	na	na	JAEOAB010004394.1	=	NW_024877092.1	Primary Assembly	1507	na
S000004407	unplaced-scaffold	na	na	JAEOAB010004395.1	=	NW_024877093.1	Primary Assembly	1852	na
S000004408	unplaced-scaffold	na	na	JAEOAB010004396.1	=	NW_024877094.1	Primary Assembly	887	na
S000004409	unplaced-scaffold	na	na	JAEOAB010004397.1	=	NW_024877095.1	Primary Assembly	1989	na
S000004410	unplaced-scaffold	na	na	JAEOAB010004398.1	=	NW_024877096.1	Primary Assembly	1855	na
S000004411	unplaced-scaffold	na	na	JAEOAB010004399.1	=	NW_024877097.1	Primary Assembly	656	na
S000004412	unplaced-scaffold	na	na	JAEOAB010004400.1	=	NW_024877098.1	Primary Assembly	1911	na
S000004413	unplaced-scaffold	na	na	JAEOAB010004401.1	=	NW_024877099.1	Primary Assembly	1890	na
S000004414	unplaced-scaffold	na	na	JAEOAB010004402.1	=	NW_024877100.1	Primary Assembly	1844	na
S000004415	unplaced-scaffold	na	na	JAEOAB010004403.1	=	NW_024877101.1	Primary Assembly	1837	na
S000004416	unplaced-scaffold	na	na	JAEOAB010004404.1	=	NW_024877102.1	Primary Assembly	1802	na
S000004417	unplaced-scaffold	na	na	JAEOAB010004405.1	=	NW_024877103.1	Primary Assembly	2022	na
S000004418	unplaced-scaffold	na	na	JAEOAB010004406.1	=	NW_024877104.1	Primary Assembly	1995	na
S000004419	unplaced-scaffold	na	na	JAEOAB010004407.1	=	NW_024877105.1	Primary Assembly	1840	na
S000004420	unplaced-scaffold	na	na	JAEOAB010004408.1	=	NW_024877106.1	Primary Assembly	1812	na
S000004421	unplaced-scaffold	na	na	JAEOAB010004409.1	=	NW_024877107.1	Primary Assembly	1782	na
S000004422	unplaced-scaffold	na	na	JAEOAB010004410.1	=	NW_024877108.1	Primary Assembly	1925	na
S000004423	unplaced-scaffold	na	na	JAEOAB010004411.1	=	NW_024877109.1	Primary Assembly	874	na
S000004424	unplaced-scaffold	na	na	JAEOAB010004412.1	=	NW_024877110.1	Primary Assembly	1661	na
S000004425	unplaced-scaffold	na	na	JAEOAB010004413.1	=	NW_024877111.1	Primary Assembly	1925	na
S000004426	unplaced-scaffold	na	na	JAEOAB010004414.1	=	NW_024877112.1	Primary Assembly	1788	na
S000004427	unplaced-scaffold	na	na	JAEOAB010004415.1	=	NW_024877113.1	Primary Assembly	2013	na
S000004428	unplaced-scaffold	na	na	JAEOAB010004416.1	=	NW_024877114.1	Primary Assembly	1878	na
S000004429	unplaced-scaffold	na	na	JAEOAB010004417.1	=	NW_024877115.1	Primary Assembly	1844	na
S000004430	unplaced-scaffold	na	na	JAEOAB010004418.1	=	NW_024877116.1	Primary Assembly	2022	na
S000004431	unplaced-scaffold	na	na	JAEOAB010004419.1	=	NW_024877117.1	Primary Assembly	1882	na
S000004432	unplaced-scaffold	na	na	JAEOAB010004420.1	=	NW_024877118.1	Primary Assembly	1853	na
S000004433	unplaced-scaffold	na	na	JAEOAB010004421.1	=	NW_024877119.1	Primary Assembly	1898	na
S000004434	unplaced-scaffold	na	na	JAEOAB010004422.1	=	NW_024877120.1	Primary Assembly	1955	na
S000004435	unplaced-scaffold	na	na	JAEOAB010004423.1	=	NW_024877121.1	Primary Assembly	1822	na
S000004436	unplaced-scaffold	na	na	JAEOAB010004424.1	=	NW_024877122.1	Primary Assembly	1653	na
S000004437	unplaced-scaffold	na	na	JAEOAB010004425.1	=	NW_024877123.1	Primary Assembly	1644	na
S000004438	unplaced-scaffold	na	na	JAEOAB010004426.1	=	NW_024877124.1	Primary Assembly	2021	na
S000004439	unplaced-scaffold	na	na	JAEOAB010004427.1	=	NW_024877125.1	Primary Assembly	2204	na
S000004440	unplaced-scaffold	na	na	JAEOAB010004428.1	=	NW_024877126.1	Primary Assembly	1867	na
S000004441	unplaced-scaffold	na	na	JAEOAB010004429.1	=	NW_024877127.1	Primary Assembly	1979	na
S000004442	unplaced-scaffold	na	na	JAEOAB010004430.1	=	NW_024877128.1	Primary Assembly	1832	na
S000004443	unplaced-scaffold	na	na	JAEOAB010004431.1	=	NW_024877129.1	Primary Assembly	1862	na
S000004444	unplaced-scaffold	na	na	JAEOAB010004432.1	=	NW_024877130.1	Primary Assembly	1738	na
S000004445	unplaced-scaffold	na	na	JAEOAB010004433.1	=	NW_024877131.1	Primary Assembly	1408	na
S000004446	unplaced-scaffold	na	na	JAEOAB010004434.1	=	NW_024877132.1	Primary Assembly	1895	na
S000004447	unplaced-scaffold	na	na	JAEOAB010004435.1	=	NW_024877133.1	Primary Assembly	1912	na
S000004448	unplaced-scaffold	na	na	JAEOAB010004436.1	=	NW_024877134.1	Primary Assembly	1890	na
S000004449	unplaced-scaffold	na	na	JAEOAB010004437.1	=	NW_024877135.1	Primary Assembly	1775	na
S000004450	unplaced-scaffold	na	na	JAEOAB010004438.1	=	NW_024877136.1	Primary Assembly	1812	na
S000004451	unplaced-scaffold	na	na	JAEOAB010004439.1	=	NW_024877137.1	Primary Assembly	1956	na
S000004452	unplaced-scaffold	na	na	JAEOAB010004440.1	=	NW_024877138.1	Primary Assembly	3275	na
S000004453	unplaced-scaffold	na	na	JAEOAB010004441.1	=	NW_024877139.1	Primary Assembly	1932	na
S000004454	unplaced-scaffold	na	na	JAEOAB010004442.1	=	NW_024877140.1	Primary Assembly	2102	na
S000004455	unplaced-scaffold	na	na	JAEOAB010004443.1	=	NW_024877141.1	Primary Assembly	1885	na
S000004456	unplaced-scaffold	na	na	JAEOAB010004444.1	=	NW_024877142.1	Primary Assembly	2107	na
S000004457	unplaced-scaffold	na	na	JAEOAB010004445.1	=	NW_024877143.1	Primary Assembly	1818	na
S000004458	unplaced-scaffold	na	na	JAEOAB010004446.1	=	NW_024877144.1	Primary Assembly	1879	na
S000004459	unplaced-scaffold	na	na	JAEOAB010004447.1	=	NW_024877145.1	Primary Assembly	2113	na
S000004460	unplaced-scaffold	na	na	JAEOAB010004448.1	=	NW_024877146.1	Primary Assembly	1201	na
S000004461	unplaced-scaffold	na	na	JAEOAB010004449.1	=	NW_024877147.1	Primary Assembly	1281	na
S000004462	unplaced-scaffold	na	na	JAEOAB010004450.1	=	NW_024877148.1	Primary Assembly	1885	na
S000004463	unplaced-scaffold	na	na	JAEOAB010004451.1	=	NW_024877149.1	Primary Assembly	6935	na
S000004464	unplaced-scaffold	na	na	JAEOAB010004452.1	=	NW_024877150.1	Primary Assembly	1470	na
S000004465	unplaced-scaffold	na	na	JAEOAB010004453.1	=	NW_024877151.1	Primary Assembly	1812	na
S000004466	unplaced-scaffold	na	na	JAEOAB010004454.1	=	NW_024877152.1	Primary Assembly	2089	na
S000004467	unplaced-scaffold	na	na	JAEOAB010004455.1	=	NW_024877153.1	Primary Assembly	2214	na
S000004468	unplaced-scaffold	na	na	JAEOAB010004456.1	=	NW_024877154.1	Primary Assembly	1907	na
S000004469	unplaced-scaffold	na	na	JAEOAB010004457.1	=	NW_024877155.1	Primary Assembly	1957	na
S000004470	unplaced-scaffold	na	na	JAEOAB010004458.1	=	NW_024877156.1	Primary Assembly	2041	na
S000004471	unplaced-scaffold	na	na	JAEOAB010004459.1	=	NW_024877157.1	Primary Assembly	5636	na
S000004472	unplaced-scaffold	na	na	JAEOAB010004460.1	=	NW_024877158.1	Primary Assembly	754	na
S000004473	unplaced-scaffold	na	na	JAEOAB010004461.1	=	NW_024877159.1	Primary Assembly	2045	na
S000004474	unplaced-scaffold	na	na	JAEOAB010004462.1	=	NW_024877160.1	Primary Assembly	2007	na
S000004475	unplaced-scaffold	na	na	JAEOAB010004463.1	=	NW_024877161.1	Primary Assembly	1825	na
S000004476	unplaced-scaffold	na	na	JAEOAB010004464.1	=	NW_024877162.1	Primary Assembly	5222	na
S000004477	unplaced-scaffold	na	na	JAEOAB010004465.1	=	NW_024877163.1	Primary Assembly	2123	na
S000004478	unplaced-scaffold	na	na	JAEOAB010004466.1	=	NW_024877164.1	Primary Assembly	1871	na
S000004479	unplaced-scaffold	na	na	JAEOAB010004467.1	=	NW_024877165.1	Primary Assembly	1982	na
S000004480	unplaced-scaffold	na	na	JAEOAB010004468.1	=	NW_024877166.1	Primary Assembly	1889	na
S000004481	unplaced-scaffold	na	na	JAEOAB010004469.1	=	NW_024877167.1	Primary Assembly	2138	na
S000004482	unplaced-scaffold	na	na	JAEOAB010004470.1	=	NW_024877168.1	Primary Assembly	1842	na
S000004483	unplaced-scaffold	na	na	JAEOAB010004471.1	=	NW_024877169.1	Primary Assembly	1247	na
S000004484	unplaced-scaffold	na	na	JAEOAB010004472.1	=	NW_024877170.1	Primary Assembly	1407	na
S000004485	unplaced-scaffold	na	na	JAEOAB010004473.1	=	NW_024877171.1	Primary Assembly	2248	na
S000004486	unplaced-scaffold	na	na	JAEOAB010004474.1	=	NW_024877172.1	Primary Assembly	1826	na
S000004487	unplaced-scaffold	na	na	JAEOAB010004475.1	=	NW_024877173.1	Primary Assembly	1995	na
S000004488	unplaced-scaffold	na	na	JAEOAB010004476.1	=	NW_024877174.1	Primary Assembly	1147	na
S000004489	unplaced-scaffold	na	na	JAEOAB010004477.1	=	NW_024877175.1	Primary Assembly	1741	na
S000004490	unplaced-scaffold	na	na	JAEOAB010004478.1	=	NW_024877176.1	Primary Assembly	3717	na
S000004491	unplaced-scaffold	na	na	JAEOAB010004479.1	=	NW_024877177.1	Primary Assembly	1841	na
S000004492	unplaced-scaffold	na	na	JAEOAB010004480.1	=	NW_024877178.1	Primary Assembly	2242	na
S000004493	unplaced-scaffold	na	na	JAEOAB010004481.1	=	NW_024877179.1	Primary Assembly	1704	na
S000004494	unplaced-scaffold	na	na	JAEOAB010004482.1	=	NW_024877180.1	Primary Assembly	1927	na
